,product_name,product_image,product_spec,product_price
63,한국타이어 아이온 윈터 SUV IW01A 사일런트 275/40R22,https://img.danawa.com/prod_img/500000/803/770/img/28770803_1.jpg?shrink=330:*&_v=20231016123117,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 275mm, 편평비: 40%, 휠지름: 22인치, 추천차종 기아 EV6, 테슬라 모델Y",293000
64,한국타이어 아이온 에보 AS IH01 245/45R19 4P,https://img.danawa.com/prod_img/500000/923/239/img/19239923_1.jpg?shrink=330:*&_v=20230307102119,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 245mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",217830
65,한국타이어 아이온 윈터 SUV IW01A 235/45R20,https://img.danawa.com/prod_img/500000/271/335/img/29335271_1.jpg?shrink=330:*&_v=20231025104551,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 235mm, 편평비: 45%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",195910
66,한국타이어 아이온 윈터 IW01 255/40R19,https://img.danawa.com/prod_img/500000/500/622/img/29622500_1.jpg?shrink=330:*&_v=20231031142430,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 255mm, 편평비: 40%, 휠지름: 19인치",193290
67,한국타이어 키너지 AS EV EH01 사일런트 215/55R17,https://img.danawa.com/prod_img/500000/171/421/img/16421171_1.jpg?shrink=330:*&_v=20220217112744,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 215mm, 편평비: 55%, 휠지름: 17인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 쏘나타, 현대 코나, 기아 니로",134180
68,미쉐린타이어 파일럿 스포츠 EV 255/50R20,https://img.danawa.com/prod_img/500000/225/800/img/18800225_1.jpg?shrink=330:*&_v=20230119102653,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 255mm, 편평비: 50%, 휠지름: 20인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",579420
69,콘티넨탈타이어 콘티 E 콘택트 125/80R13,https://img.danawa.com/prod_img/500000/657/486/img/6486657_1.jpg?shrink=330:*&_v=20210106141145,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 125mm, 편평비: 80%, 휠지름: 13인치",78000
70,금호타이어 솔루스 TA31 EV 205/55R16,https://img.danawa.com/prod_img/500000/727/425/img/20425727_1.jpg?shrink=330:*&_v=20230605150130,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 205mm, 편평비: 55%, 휠지름: 16인치, 에너지효율등급: 3등급, 젖은노면제동력: 3등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A",123670
71,미쉐린타이어 파일럿 스포츠 EV 265/40R21,https://img.danawa.com/prod_img/500000/297/333/img/29333297_1.jpg?shrink=330:*&_v=20231025091642,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 265mm, 편평비: 40%, 휠지름: 21인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",839120
72,한국타이어 아이온 에보 AS IH01 사일런트 265/40R21,https://img.danawa.com/prod_img/500000/907/974/img/29974907_1.jpg?shrink=330:*&_v=20231115090152,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 265mm, 편평비: 40%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",314640
73,한국타이어 아이온 윈터 SUV IW01A 사일런트 255/50R20,https://img.danawa.com/prod_img/500000/791/770/img/28770791_1.jpg?shrink=330:*&_v=20231016123004,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 255mm, 편평비: 50%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",211000
74,한국타이어 아이온 에보 AS SUV IH01A 275/35R21,https://img.danawa.com/prod_img/500000/509/318/img/18318509_1.jpg?shrink=330:*&_v=20221118082949,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 275mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 아이오닉5, 기아 EV6",336720
75,한국타이어 벤투스 S1 에보3 K127E 255/45R19 4P,https://img.danawa.com/prod_img/500000/976/201/img/19201976_1.jpg?shrink=330:*&_v=20230303084137,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 255mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급, 타이어경도: 4P",273220
76,한국타이어 키너지 AS EV EH01 사일런트 205/55R16,https://img.danawa.com/prod_img/500000/150/421/img/16421150_1.jpg?shrink=330:*&_v=20220217112636,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 205mm, 편평비: 55%, 휠지름: 16인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 쏘나타, 현대 코나, 기아 니로",128270
77,한국타이어 아이온 에보 AS SUV IH01A 255/45R19 4P,https://img.danawa.com/prod_img/500000/746/239/img/19239746_1.jpg?shrink=330:*&_v=20230307101034,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 255mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 아이오닉5, 기아 EV6",247760
78,한국타이어 아이온 에보 AS IH01 사일런트 235/35R20,https://img.danawa.com/prod_img/500000/284/463/img/20463284_1.jpg?shrink=330:*&_v=20230608123133,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 235mm, 편평비: 35%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",314740
79,한국타이어 아이온 에보 AS IH01 265/35R21,https://img.danawa.com/prod_img/500000/284/144/img/13144284_1.jpg?shrink=330:*&_v=20220929085910,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 265mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",355220
80,한국타이어 아이온 에보 AS IH01 사일런트 235/40R19,https://img.danawa.com/prod_img/500000/135/874/img/19874135_1.jpg?shrink=330:*&_v=20230420173206,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 235mm, 편평비: 40%, 휠지름: 19인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",205930
81,한국타이어 키너지 AS EV EH01 215/50R17,https://img.danawa.com/prod_img/500000/599/541/img/6541599_1.jpg?shrink=330:*&_v=20201027172817,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 215mm, 편평비: 50%, 휠지름: 17인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 쏘나타, 현대 코나, 기아 니로",177660
82,금호타이어 마제스티9 솔루스 TA91 EV 255/45R19,https://img.danawa.com/prod_img/500000/289/798/img/28798289_1.jpg?shrink=330:*&_v=20231017085602,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 255mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 560(2등급), UTQG 제동력: AA, UTQG 내열성: A",일시품절
83,한국타이어 아이온 에보 AS SUV IH01A 사일런트 255/40R20,https://img.danawa.com/prod_img/500000/249/874/img/19874249_1.jpg?shrink=330:*&_v=20230420174000,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 255mm, 편평비: 40%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 아이오닉5, 기아 EV6",247510
84,한국타이어 아이온 윈터 SUV IW01A 265/45R21,https://img.danawa.com/prod_img/500000/461/318/img/18318461_1.jpg?shrink=330:*&_v=20221118082227,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 265mm, 편평비: 45%, 휠지름: 21인치, 추천차종 기아 EV6, 테슬라 모델Y",248560
85,한국타이어 아이온 윈터 IW01 사일런트 245/45R19,https://img.danawa.com/prod_img/500000/640/771/img/28771640_1.jpg?shrink=330:*&_v=20231016130902,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 245mm, 편평비: 45%, 휠지름: 19인치",180000
86,한국타이어 아이온 에보 AS IH01 245/35R21,https://img.danawa.com/prod_img/500000/281/144/img/13144281_1.jpg?shrink=330:*&_v=20220929085852,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 245mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",326600
87,한국타이어 아이온 윈터 SUV IW01A 사일런트 275/35R21,https://img.danawa.com/prod_img/500000/118/924/img/28924118_1.jpg?shrink=330:*&_v=20231023134520,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 275mm, 편평비: 35%, 휠지름: 21인치, 추천차종 기아 EV6, 테슬라 모델Y",283000
88,한국타이어 아이온 윈터 SUV IW01A 255/40R21,https://img.danawa.com/prod_img/500000/592/828/img/28828592_1.jpg?shrink=330:*&_v=20231018111446,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 255mm, 편평비: 40%, 휠지름: 21인치, 추천차종 기아 EV6, 테슬라 모델Y",265020
89,한국타이어 아이온 에보 IK01 사일런트 245/45R19,https://img.danawa.com/prod_img/500000/625/805/img/27805625_1.jpg?shrink=330:*&_v=20230828095557,"타이어, 승용차용, 전기차용, 스포츠형, 저소음, 단면폭: 245mm, 편평비: 45%, 휠지름: 19인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",229060
90,미쉐린타이어 파일럿 스포츠 EV 275/40R22,https://img.danawa.com/prod_img/500000/306/800/img/18800306_1.jpg?shrink=330:*&_v=20230119103116,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 275mm, 편평비: 40%, 휠지름: 22인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",683800
91,한국타이어 아이온 에보 AS SUV IH01A 사일런트 255/35R21,https://img.danawa.com/prod_img/500000/270/725/img/18725270_1.jpg?shrink=330:*&_v=20230111092109,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 255mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 아이오닉5, 기아 EV6",305110
92,한국타이어 키너지 AS X EV EH01A 255/50R19,https://img.danawa.com/prod_img/500000/411/202/img/19202411_1.jpg?shrink=330:*&_v=20230303093235,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 255mm, 편평비: 50%, 휠지름: 19인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A",137950
93,한국타이어 아이온 윈터 IW01 사일런트 245/40R19,https://img.danawa.com/prod_img/500000/565/771/img/28771565_1.jpg?shrink=330:*&_v=20231016130621,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 245mm, 편평비: 40%, 휠지름: 19인치",187000
94,한국타이어 아이온 에보 AS SUV IH01A 사일런트 275/35R21,https://img.danawa.com/prod_img/500000/447/725/img/18725447_1.jpg?shrink=330:*&_v=20230111093334,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 275mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 아이오닉5, 기아 EV6",317310
95,미쉐린타이어 파일럿 스포츠 EV 235/55R19,https://img.danawa.com/prod_img/500000/078/800/img/18800078_1.jpg?shrink=330:*&_v=20230119101942,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 235mm, 편평비: 55%, 휠지름: 19인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",322650
96,한국타이어 아이온 에보 AS IH01 사일런트 245/40R20,https://img.danawa.com/prod_img/500000/865/974/img/29974865_1.jpg?shrink=330:*&_v=20231115085825,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 245mm, 편평비: 40%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",243750
97,한국타이어 아이온 에보 AS SUV IH01A 255/45R20 4P,https://img.danawa.com/prod_img/500000/978/889/img/19889978_1.jpg?shrink=330:*&_v=20230421171831,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 255mm, 편평비: 45%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 아이오닉5, 기아 EV6",241820
98,미쉐린타이어 파일럿 스포츠 EV 255/45R19,https://img.danawa.com/prod_img/500000/068/719/img/19719068_1.jpg?shrink=330:*&_v=20230411090206,"타이어, 승용차용, 여름용, 전기차용, 단면폭: 255mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 1등급, 젖은노면제동력: 2등급, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A",409350
99,한국타이어 아이온 윈터 SUV IW01A 275/45R20,https://img.danawa.com/prod_img/500000/949/335/img/29335949_1.jpg?shrink=330:*&_v=20231025110323,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 275mm, 편평비: 45%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",272330
100,한국타이어 아이온 윈터 IW01 245/40R20,https://img.danawa.com/prod_img/500000/449/622/img/29622449_1.jpg?shrink=330:*&_v=20231031142302,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 245mm, 편평비: 40%, 휠지름: 20인치",214370
101,한국타이어 아이온 에보 IK01 245/45R19,https://img.danawa.com/prod_img/500000/766/541/img/21541766_1.jpg?shrink=330:*&_v=20230714123921,"타이어, 승용차용, 전기차용, 스포츠형, 단면폭: 245mm, 편평비: 45%, 휠지름: 19인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",226000
102,한국타이어 아이온 윈터 SUV IW01A 사일런트 275/40R20,https://img.danawa.com/prod_img/500000/166/924/img/28924166_1.jpg?shrink=330:*&_v=20231023134648,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 275mm, 편평비: 40%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",265000
103,한국타이어 아이온 윈터 SUV IW01A 255/50R19,https://img.danawa.com/prod_img/500000/496/335/img/29335496_1.jpg?shrink=330:*&_v=20231025105137,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 255mm, 편평비: 50%, 휠지름: 19인치, 추천차종 기아 EV6, 테슬라 모델Y",179430
104,한국타이어 아이온 에보 IK01 사일런트 265/35R21,https://img.danawa.com/prod_img/500000/640/805/img/27805640_1.jpg?shrink=330:*&_v=20230828095629,"타이어, 승용차용, 전기차용, 스포츠형, 저소음, 단면폭: 265mm, 편평비: 35%, 휠지름: 21인치, UTQG 마모지수: 320(4등급), UTQG 제동력: AA, UTQG 내열성: A, 추천차종 테슬라 모델S, 아우디 e-트론 GT",388190
105,한국타이어 아이온 윈터 SUV IW01A 사일런트 235/50R20,https://img.danawa.com/prod_img/500000/540/164/img/13164540_1.jpg?shrink=330:*&_v=20231103161632,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 235mm, 편평비: 50%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",172000
106,한국타이어 아이온 에보 AS IH01 235/45R18 4P,https://img.danawa.com/prod_img/500000/286/354/img/19354286_1.jpg?shrink=330:*&_v=20230314160430,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 235mm, 편평비: 45%, 휠지름: 18인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",218370
107,한국타이어 아이온 윈터 IW01 305/30R21,https://img.danawa.com/prod_img/500000/491/318/img/18318491_1.jpg?shrink=330:*&_v=20221118082652,"타이어, 승용차용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 305mm, 편평비: 30%, 휠지름: 21인치",312480
108,한국타이어 벤투스 S1 에보3 K127E 275/45R19 4P,https://img.danawa.com/prod_img/500000/012/202/img/19202012_1.jpg?shrink=330:*&_v=20230303084612,"타이어, 승용차용, 여름용, 전기차용, 스포츠형, 단면폭: 275mm, 편평비: 45%, 휠지름: 19인치, 에너지효율등급: 4등급, 젖은노면제동력: 1등급, 타이어경도: 4P",284130
109,한국타이어 아이온 에보 AS IH01 265/35R21 4P,https://img.danawa.com/prod_img/500000/938/239/img/19239938_1.jpg?shrink=330:*&_v=20230307102206,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 265mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",408580
110,한국타이어 아이온 에보 AS IH01 245/35R21 4P,https://img.danawa.com/prod_img/500000/887/239/img/19239887_1.jpg?shrink=330:*&_v=20230307101926,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 245mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",377190
111,한국타이어 아이온 에보 AS IH01 235/35R20 4P,https://img.danawa.com/prod_img/500000/803/239/img/19239803_1.jpg?shrink=330:*&_v=20230307101454,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 235mm, 편평비: 35%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 넥쏘, 테슬라 모델S, 테슬라 모델3",375580
112,한국타이어 아이온 에보 AS SUV IH01A 275/35R21 4P,https://img.danawa.com/prod_img/500000/497/239/img/19239497_1.jpg?shrink=330:*&_v=20230307095747,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 275mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 아이오닉5, 기아 EV6",388370
113,한국타이어 아이온 에보 AS SUV IH01A 255/40R21 4P,https://img.danawa.com/prod_img/500000/308/239/img/19239308_1.jpg?shrink=330:*&_v=20230307094932,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 255mm, 편평비: 40%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 아이오닉5, 기아 EV6",255930
114,한국타이어 아이온 에보 AS SUV IH01A 255/40R20 4P,https://img.danawa.com/prod_img/500000/302/239/img/19239302_1.jpg?shrink=330:*&_v=20230307094921,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 255mm, 편평비: 40%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 아이오닉5, 기아 EV6",301680
115,한국타이어 아이온 에보 AS SUV IH01A 255/35R21 4P,https://img.danawa.com/prod_img/500000/212/239/img/19239212_1.jpg?shrink=330:*&_v=20230307094528,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 255mm, 편평비: 35%, 휠지름: 21인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 아이오닉5, 기아 EV6",374180
116,한국타이어 아이온 에보 AS SUV IH01A 235/50R20 4P,https://img.danawa.com/prod_img/500000/197/239/img/19239197_1.jpg?shrink=330:*&_v=20230307094451,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 단면폭: 235mm, 편평비: 50%, 휠지름: 20인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 타이어경도: 4P, 추천차종 현대 아이오닉5, 기아 EV6",294200
117,한국타이어 아이온 윈터 SUV IW01A 275/50R20,https://img.danawa.com/prod_img/500000/472/828/img/28828472_1.jpg?shrink=330:*&_v=20231018111008,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 275mm, 편평비: 50%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",236720
118,한국타이어 아이온 윈터 SUV IW01A 265/45R20,https://img.danawa.com/prod_img/500000/366/336/img/29336366_1.jpg?shrink=330:*&_v=20231025111627,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 알파인, 단면폭: 265mm, 편평비: 45%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",224870
119,한국타이어 아이온 윈터 SUV IW01A 사일런트 255/35R21,https://img.danawa.com/prod_img/500000/282/769/img/28769282_1.jpg?shrink=330:*&_v=20231016092541,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 255mm, 편평비: 35%, 휠지름: 21인치, 추천차종 기아 EV6, 테슬라 모델Y",273000
120,한국타이어 아이온 윈터 SUV IW01A 사일런트 285/45R21,https://img.danawa.com/prod_img/500000/007/771/img/28771007_1.jpg?shrink=330:*&_v=20231016124226,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 285mm, 편평비: 45%, 휠지름: 21인치, 추천차종 기아 EV6, 테슬라 모델Y",303000
121,한국타이어 아이온 윈터 SUV IW01A 사일런트 265/45R20,https://img.danawa.com/prod_img/500000/671/770/img/28770671_1.jpg?shrink=330:*&_v=20231016111852,"타이어, SUV, RV용, 겨울용, 전기차용, 컴포트형, 저소음, 알파인, 단면폭: 265mm, 편평비: 45%, 휠지름: 20인치, 추천차종 기아 EV6, 테슬라 모델Y",229000
122,한국타이어 키너지 AS EV EH01 235/40R19,https://img.danawa.com/prod_img/500000/164/027/img/15027164_1.jpg?shrink=330:*&_v=20210818154313,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 235mm, 편평비: 40%, 휠지름: 19인치, 에너지효율등급: 3등급, 젖은노면제동력: 2등급, UTQG 마모지수: 500(3등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 쏘나타, 현대 코나, 기아 니로",280690
123,금호타이어 마제스티9 솔루스 TA91 EV 275/40R18,https://img.danawa.com/prod_img/500000/192/495/img/17495192_1.jpg?shrink=330:*&_v=20220720100009,"타이어, 승용차용, 올시즌, 전기차용, 컴포트형, 단면폭: 275mm, 편평비: 40%, 휠지름: 18인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 560(2등급), UTQG 제동력: AA, UTQG 내열성: A",213000
124,한국타이어 아이온 에보 AS SUV IH01A 사일런트 255/60R19,https://img.danawa.com/prod_img/500000/385/462/img/28462385_1.jpg?shrink=330:*&_v=20230925124225,"타이어, SUV, RV용, 올시즌, 전기차용, 컴포트형, 저소음, 단면폭: 255mm, 편평비: 60%, 휠지름: 19인치, 에너지효율등급: 2등급, 젖은노면제동력: 3등급, UTQG 마모지수: 600(2등급), UTQG 제동력: A, UTQG 내열성: A, 추천차종 현대 아이오닉5, 기아 EV6",178370
